t_global,episode,t,action,belief_toxic,inventory,regime,reward
1279,63,19,2,0.0486,1,0,-0.35
1280,64,0,1,0.2,0,0,-0.0
1281,64,1,0,0.0811,0,0,2.0
1282,64,2,2,0.0421,1,0,-0.35
1283,64,3,0,0.0304,0,0,2.0
1284,64,4,2,0.2682,1,0,-0.35
1285,64,5,0,0.1058,0,0,2.0
1286,64,6,2,0.0498,1,0,-0.35
1287,64,7,0,0.0327,0,0,2.0
1288,64,8,0,0.0276,1,0,1.95
1289,64,9,2,0.0262,2,0,-0.4
1290,64,10,2,0.2588,1,0,-0.35
1291,64,11,0,0.1023,0,0,2.0
1292,64,12,2,0.0487,1,0,-0.35
1293,64,13,0,0.0324,0,0,2.0
1294,64,14,2,0.0275,1,0,-0.35
1295,64,15,0,0.0261,0,0,2.0
1296,64,16,2,0.0257,1,0,-0.35
1297,64,17,0,0.0256,0,0,2.0
1298,64,18,2,0.0256,1,0,-0.35
1299,64,19,1,0.2575,0,0,-0.0
1300,65,0,1,0.2,0,0,-0.0
1301,65,1,0,0.0811,0,0,2.0
1302,65,2,2,0.0421,1,0,-0.35
1303,65,3,1,0.2931,0,0,-0.0
1304,65,4,1,0.633,0,0,-0.0
1305,65,5,1,0.2804,0,0,-0.0
1306,65,6,0,0.1105,0,0,2.0
1307,65,7,2,0.0513,1,0,-0.35
1308,65,8,0,0.0331,0,0,2.0
1309,65,9,0,0.0278,1,0,1.95
1310,65,10,2,0.2624,2,0,-0.4
1311,65,11,1,0.6046,1,0,-0.05
1312,65,12,2,0.2635,1,0,-0.35
1313,65,13,0,0.1041,0,0,2.0
1314,65,14,1,0.4067,1,0,-0.05
1315,65,15,2,0.1627,1,0,-0.35
1316,65,16,0,0.0683,0,0,2.0
1317,65,17,0,0.0382,1,0,1.95
1318,65,18,2,0.2849,2,0,-0.4
1319,65,19,2,0.1122,1,0,-0.35
1320,66,0,1,0.2,0,1,-0.0
1321,66,1,0,0.0811,0,0,2.0
1322,66,2,1,0.3677,1,0,-0.05
1323,66,3,2,0.1457,1,0,-0.35
1324,66,4,0,0.0627,0,0,2.0
1325,66,5,0,0.0365,1,0,1.95
1326,66,6,2,0.0288,2,0,-0.4
1327,66,7,0,0.0265,1,0,1.95
1328,66,8,2,0.0258,2,0,-0.4
1329,66,9,0,0.0256,1,0,1.95
1330,66,10,2,0.0256,2,0,-0.4
1331,66,11,2,0.2575,1,0,-0.35
1332,66,12,0,0.1018,0,0,2.0
1333,66,13,2,0.0486,1,0,-0.35
1334,66,14,0,0.0323,0,0,2.0
1335,66,15,0,0.0275,1,0,1.95
1336,66,16,2,0.2618,2,0,-0.4
1337,66,17,2,0.1034,1,0,-0.35
1338,66,18,0,0.0491,0,0,2.0
1339,66,19,2,0.0325,1,0,-0.35
1340,67,0,1,0.2,0,0,-0.0
1341,67,1,0,0.0811,0,0,2.0
1342,67,2,2,0.0421,1,0,-0.35
1343,67,3,0,0.0304,0,0,2.0
1344,67,4,0,0.027,1,0,1.95
1345,67,5,2,0.2606,2,0,-0.4
1346,67,6,2,0.103,1,0,-0.35
1347,67,7,1,0.4049,0,0,-0.0
1348,67,8,0,0.1619,0,0,2.0
1349,67,9,2,0.068,1,0,-0.35
1350,67,10,0,0.0382,0,0,2.0
1351,67,11,0,0.0292,1,0,1.95
1352,67,12,2,0.0266,2,0,-0.4
1353,67,13,0,0.0259,1,0,1.95
1354,67,14,2,0.0256,2,0,-0.4
1355,67,15,2,0.2577,1,0,-0.35
1356,67,16,1,0.6,0,1,-0.0
1357,67,17,1,0.8235,0,1,-0.0
1358,67,18,1,0.9036,0,1,-0.0
1359,67,19,1,0.9258,0,1,-0.0
1360,68,0,1,0.2,0,0,-0.0
1361,68,1,0,0.0811,0,0,2.0
1362,68,2,1,0.3677,1,0,-0.05
1363,68,3,2,0.1457,1,0,-0.35
1364,68,4,0,0.0627,0,0,2.0
1365,68,5,0,0.0365,1,0,1.95
1366,68,6,2,0.0288,2,0,-0.4
1367,68,7,0,0.0265,1,0,1.95
1368,68,8,2,0.0258,2,0,-0.4
1369,68,9,0,0.0256,1,0,1.95
1370,68,10,2,0.0256,2,0,-0.4
1371,68,11,0,0.0256,1,0,1.95
1372,68,12,2,0.0256,2,0,-0.4
1373,68,13,0,0.0256,1,0,1.95
1374,68,14,2,0.2575,2,0,-0.4
1375,68,15,2,0.1018,1,0,-0.35
1376,68,16,0,0.0486,0,0,2.0
1377,68,17,0,0.0323,1,0,1.95
1378,68,18,2,0.0275,2,1,-1.6
1379,68,19,2,0.0261,1,1,-1.55
1380,69,0,1,0.2,0,1,-0.0
1381,69,1,0,0.0811,0,1,-4.0
1382,69,2,1,0.3677,1,1,-0.05
1383,69,3,1,0.6928,1,1,-0.05
1384,69,4,2,0.3184,1,1,-1.55
1385,69,5,0,0.1253,0,0,2.0
1386,69,6,2,0.056,1,0,-0.35
1387,69,7,0,0.0345,0,0,2.0
1388,69,8,0,0.0282,1,0,1.95
1389,69,9,2,0.0263,2,0,-0.4
1390,69,10,0,0.0258,1,0,1.95
1391,69,11,2,0.0256,2,0,-0.4
1392,69,12,2,0.0256,1,0,-0.35
1393,69,13,1,0.2575,0,0,-0.0
1394,69,14,0,0.1018,0,0,2.0
1395,69,15,2,0.0486,1,0,-0.35
1396,69,16,0,0.0323,0,0,2.0
1397,69,17,0,0.0275,1,1,-4.05
1398,69,18,2,0.0261,2,0,-0.4
1399,69,19,2,0.0257,1,0,-0.35
1400,70,0,1,0.2,0,0,-0.0
1401,70,1,0,0.0811,0,0,2.0
1402,70,2,2,0.0421,1,0,-0.35
1403,70,3,0,0.0304,0,0,2.0
1404,70,4,0,0.027,1,0,1.95
1405,70,5,2,0.026,2,0,-0.4
1406,70,6,0,0.0257,1,0,1.95
1407,70,7,2,0.0256,2,0,-0.4
1408,70,8,0,0.0256,1,0,1.95
1409,70,9,2,0.0256,2,0,-0.4
1410,70,10,0,0.0256,1,0,1.95
1411,70,11,2,0.0256,2,0,-0.4
1412,70,12,2,0.0256,1,0,-0.35
1413,70,13,0,0.0256,0,0,2.0
1414,70,14,2,0.0256,1,0,-0.35
1415,70,15,1,0.2575,0,0,-0.0
1416,70,16,0,0.1018,0,0,2.0
1417,70,17,2,0.0486,1,0,-0.35
1418,70,18,0,0.0323,0,0,2.0
1419,70,19,2,0.0275,1,0,-0.35
1420,71,0,1,0.2,0,0,-0.0
1421,71,1,0,0.0811,0,0,2.0
1422,71,2,2,0.0421,1,0,-0.35
1423,71,3,0,0.0304,0,0,2.0
1424,71,4,0,0.027,1,0,1.95
1425,71,5,2,0.026,2,0,-0.4
1426,71,6,0,0.0257,1,0,1.95
1427,71,7,2,0.0256,2,0,-0.4
1428,71,8,2,0.2576,1,0,-0.35
1429,71,9,1,0.5999,0,0,-0.0
1430,71,10,1,0.2608,0,0,-0.0
1431,71,11,0,0.1031,0,0,2.0
1432,71,12,2,0.049,1,0,-0.35
1433,71,13,0,0.0324,0,0,2.0
1434,71,14,2,0.0276,1,0,-0.35
1435,71,15,0,0.0261,0,0,2.0
1436,71,16,2,0.0257,1,0,-0.35
1437,71,17,0,0.0256,0,0,2.0
1438,71,18,2,0.0256,1,0,-0.35
1439,71,19,1,0.2575,0,0,-0.0
1440,72,0,1,0.2,0,0,-0.0
1441,72,1,1,0.5385,0,1,-0.0
1442,72,2,1,0.795,0,1,-0.0
1443,72,3,1,0.392,0,0,-0.0
1444,72,4,0,0.1562,0,0,2.0
1445,72,5,2,0.0661,1,0,-0.35
1446,72,6,0,0.0376,0,0,2.0
1447,72,7,2,0.2836,1,0,-0.35
1448,72,8,1,0.6244,0,0,-0.0
1449,72,9,1,0.2752,0,0,-0.0
1450,72,10,0,0.1085,0,0,2.0
1451,72,11,2,0.0507,1,0,-0.35
1452,72,12,0,0.0329,0,0,2.0
1453,72,13,0,0.0277,1,0,1.95
1454,72,14,2,0.0262,2,0,-0.4
1455,72,15,0,0.0257,1,0,1.95
1456,72,16,2,0.2579,2,0,-0.4
1457,72,17,1,0.6002,1,0,-0.05
1458,72,18,2,0.261,1,0,-0.35
1459,72,19,1,0.1031,0,0,-0.0
1460,73,0,1,0.2,0,0,-0.0
1461,73,1,1,0.5385,0,0,-0.0
1462,73,2,1,0.795,0,0,-0.0
1463,73,3,1,0.392,0,0,-0.0
1464,73,4,0,0.1562,0,0,2.0
1465,73,5,2,0.0661,1,0,-0.35
1466,73,6,0,0.0376,0,0,2.0
1467,73,7,2,0.2836,1,0,-0.35
1468,73,8,0,0.1117,0,0,2.0
1469,73,9,2,0.0517,1,0,-0.35
1470,73,10,0,0.0332,0,0,2.0
1471,73,11,0,0.0278,1,0,1.95
1472,73,12,2,0.0262,2,0,-0.4
1473,73,13,0,0.0257,1,0,1.95
1474,73,14,2,0.0256,2,0,-0.4
1475,73,15,0,0.0256,1,0,1.95
1476,73,16,2,0.0256,2,0,-0.4
1477,73,17,0,0.0256,1,0,1.95
1478,73,18,2,0.0256,2,0,-0.4
1479,73,19,2,0.2575,1,0,-0.35
1480,74,0,1,0.2,0,1,-0.0
1481,74,1,0,0.0811,0,1,-4.0
1482,74,2,1,0.3677,1,0,-0.05
1483,74,3,2,0.1457,1,0,-0.35
1484,74,4,0,0.0627,0,0,2.0
1485,74,5,0,0.0365,1,0,1.95
1486,74,6,2,0.0288,2,0,-0.4
1487,74,7,0,0.0265,1,0,1.95
1488,74,8,2,0.0258,2,0,-0.4
1489,74,9,0,0.0256,1,0,1.95
1490,74,10,2,0.2577,2,0,-0.4
1491,74,11,2,0.1019,1,0,-0.35
1492,74,12,0,0.0486,0,0,2.0
1493,74,13,0,0.0323,1,0,1.95
1494,74,14,2,0.0275,2,0,-0.4
1495,74,15,0,0.0261,1,0,1.95
1496,74,16,2,0.2587,2,0,-0.4
1497,74,17,2,0.1023,1,0,-0.35
1498,74,18,0,0.0487,0,0,2.0
1499,74,19,2,0.0324,1,0,-0.35
1500,75,0,1,0.2,0,0,-0.0
1501,75,1,0,0.0811,0,0,2.0
1502,75,2,1,0.3677,1,0,-0.05
1503,75,3,2,0.1457,1,0,-0.35
1504,75,4,0,0.0627,0,0,2.0
1505,75,5,0,0.0365,1,0,1.95
1506,75,6,2,0.0288,2,0,-0.4
1507,75,7,0,0.0265,1,0,1.95
1508,75,8,2,0.0258,2,0,-0.4
1509,75,9,0,0.0256,1,0,1.95
1510,75,10,2,0.0256,2,0,-0.4
1511,75,11,0,0.0256,1,0,1.95
1512,75,12,2,0.0256,2,0,-0.4
1513,75,13,2,0.2575,1,1,-1.55
1514,75,14,1,0.5998,0,1,-0.0
1515,75,15,1,0.2608,0,1,-0.0
1516,75,16,0,0.103,0,0,2.0
1517,75,17,2,0.405,1,1,-1.55
1518,75,18,1,0.7187,0,1,-0.0
1519,75,19,1,0.8699,0,1,-0.0
1520,76,0,1,0.2,0,0,-0.0
1521,76,1,0,0.0811,0,0,2.0
1522,76,2,2,0.0421,1,0,-0.35
1523,76,3,1,0.2931,0,0,-0.0
1524,76,4,0,0.1154,0,0,2.0
1525,76,5,2,0.0529,1,0,-0.35
1526,76,6,1,0.3148,0,0,-0.0
1527,76,7,0,0.1239,0,0,2.0
1528,76,8,2,0.0556,1,0,-0.35
1529,76,9,0,0.0344,0,0,2.0
1530,76,10,2,0.2768,1,0,-0.35
1531,76,11,0,0.1091,0,0,2.0
1532,76,12,2,0.0509,1,0,-0.35
1533,76,13,0,0.033,0,0,2.0
1534,76,14,2,0.0277,1,0,-0.35
1535,76,15,0,0.0262,0,0,2.0
1536,76,16,2,0.0257,1,0,-0.35
1537,76,17,0,0.0256,0,0,2.0
1538,76,18,2,0.0256,1,0,-0.35
1539,76,19,1,0.0256,0,0,-0.0
1540,77,0,1,0.2,0,0,-0.0
1541,77,1,0,0.0811,0,0,2.0
1542,77,2,1,0.3677,1,0,-0.05
1543,77,3,2,0.1457,1,0,-0.35
1544,77,4,0,0.0627,0,0,2.0
1545,77,5,0,0.0365,1,0,1.95
1546,77,6,2,0.0288,2,0,-0.4
1547,77,7,0,0.0265,1,0,1.95
1548,77,8,2,0.0258,2,0,-0.4
1549,77,9,0,0.0256,1,0,1.95
1550,77,10,2,0.2577,2,0,-0.4
1551,77,11,2,0.1019,1,0,-0.35
1552,77,12,0,0.0486,0,0,2.0
1553,77,13,0,0.0323,1,0,1.95
1554,77,14,2,0.0275,2,0,-0.4
1555,77,15,0,0.0261,1,1,-4.05
1556,77,16,2,0.0257,2,1,-1.6
1557,77,17,2,0.2578,1,1,-1.55
1558,77,18,1,0.6002,0,1,-0.0
1559,77,19,1,0.261,0,1,-0.0
1560,78,0,1,0.2,0,0,-0.0
1561,78,1,0,0.0811,0,0,2.0
1562,78,2,2,0.0421,1,0,-0.35
1563,78,3,0,0.0304,0,0,2.0
1564,78,4,2,0.2682,1,0,-0.35
1565,78,5,0,0.1058,0,0,2.0
1566,78,6,2,0.0498,1,0,-0.35
1567,78,7,0,0.0327,0,0,2.0
1568,78,8,0,0.0276,1,0,1.95
1569,78,9,2,0.0262,2,0,-0.4
1570,78,10,0,0.0257,1,0,1.95
1571,78,11,2,0.2579,2,0,-0.4
1572,78,12,2,0.102,1,0,-0.35
1573,78,13,0,0.0486,0,0,2.0
1574,78,14,2,0.0323,1,0,-0.35
1575,78,15,0,0.0275,0,0,2.0
1576,78,16,2,0.0261,1,0,-0.35
1577,78,17,0,0.0257,0,0,2.0
1578,78,18,2,0.0256,1,0,-0.35
1579,78,19,1,0.0256,0,0,-0.0
1580,79,0,1,0.2,0,0,-0.0
1581,79,1,0,0.0811,0,0,2.0
1582,79,2,2,0.0421,1,0,-0.35
1583,79,3,0,0.0304,0,0,2.0
1584,79,4,0,0.027,1,0,1.95
1585,79,5,2,0.026,2,0,-0.4
1586,79,6,0,0.0257,1,0,1.95
1587,79,7,2,0.2577,2,0,-0.4
1588,79,8,1,0.6001,1,0,-0.05
1589,79,9,2,0.2609,1,0,-0.35
1590,79,10,0,0.1031,0,0,2.0
1591,79,11,2,0.049,1,0,-0.35
1592,79,12,0,0.0324,0,0,2.0
1593,79,13,0,0.0276,1,0,1.95
1594,79,14,2,0.0261,2,0,-0.4
1595,79,15,0,0.0257,1,0,1.95
1596,79,16,2,0.0256,2,0,-0.4
1597,79,17,0,0.0256,1,0,1.95
1598,79,18,2,0.0256,2,1,-1.6
1599,79,19,2,0.2575,1,1,-1.55
